Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value,pKi
CHEMBL357211,,,597.74,1.0,3.57,42,N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCC[C@H](C(=O)NCc3ccccc3)C2)c1,Ki,'=',119.95,nM,6.92,,,UO_0000065,11.58,0.22,3.35,4.76,0,CHEMBL821446,Binding affinity towards trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132189,1,Scientific Literature,J Med Chem,1999,,,,,6.921,6.92
CHEMBL1161256,,,425.47,0.0,1.67,70,N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)C(=O)O)c1,Ki,'=',118032.06,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL821446,Binding affinity towards trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132189,1,Scientific Literature,J Med Chem,1999,,,,,3.928,3.9280000131179182
CHEMBL19902,DX-9065A,,444.54,0.0,3.99,DX-9065a,CC(=N)N1CC[C@H](Oc2ccc([C@H](Cc3ccc4ccc(C(=N)N)cc4c3)C(=O)O)cc2)C1,Ki,'=',630.0,nM,6.2,,,UO_0000065,13.95,0.26,2.21,5.02,0,CHEMBL844336,Inhibitory concentration against bovine trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1135884,1,Scientific Literature,J Med Chem,2002,,,,,630.0,6.2
CHEMBL451242,,,463.6,0.0,1.08,11c,CS(=O)(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)NCc1ccc(C(=N)N)cc1)C1CCCCC1,Ki,'=',9.9,nM,8.0,,,UO_0000065,17.27,0.34,6.92,5.5,0,CHEMBL817758,Binding affinity against bovine trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1135262,1,Scientific Literature,Bioorg Med Chem Lett,2002,,,,,9.9,8.0
CHEMBL367973,,,625.82,1.0,3.02,70,CCS(=O)(=O)N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NC(C(=O)c1nc2ccccc2s1)C1CCC(N)CC1,Ki,'=',87.0,nM,7.06,,,UO_0000065,11.28,0.22,4.04,4.66,0,CHEMBL828215,Binding affinity against bovine trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1142732,1,Scientific Literature,J Med Chem,2005,,,,,87.0,7.06
CHEMBL296956,,,514.67,1.0,3.48,7,COc1ccc2cc(S(=O)(=O)N[C@@H](Cc3ccc(C(=N)N)s3)C(=O)N(C)C3CCCC3)ccc2c1,Ki,'=',134.0,nM,6.87,,,UO_0000065,13.35,0.27,3.39,5.47,0,CHEMBL817570,Compound was evaluated for its inhibitory activity against bovine trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1130864,1,Scientific Literature,Bioorg Med Chem Lett,1998,,,,,134.0,6.87
CHEMBL140072,,,461.5,0.0,3.19,SA862,N=C(N)c1cccc(-c2nocc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,Ki,'=',21.0,nM,7.68,,,UO_0000065,16.64,0.32,4.49,4.65,0,CHEMBL817587,Inhibitory activity against trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1133078,1,Scientific Literature,Bioorg Med Chem Lett,2000,,,,,21.0,7.68
CHEMBL7587,,,493.67,0.0,4.1,21,CNc1ccc(C#CC[C@H](NS(=O)(=O)c2ccc3c(c2)CCCC3)C(=O)N(C)C2CCCC2)cc1,Ki,'>',30000.0,nM,,,,UO_0000065,,,,,0,CHEMBL817586,Inhibitory activity against bovine trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132084,1,Scientific Literature,Bioorg Med Chem Lett,1999,,,,,30.0,4.522878745280337
CHEMBL160115,,,506.54,1.0,2.73,14,COCc1onc(-c2cccc(C(=N)N)c2)c1C(=O)Nc1ccc(-c2ccccc2S(N)(=O)=O)cn1,Ki,'=',200.0,nM,6.7,,,UO_0000065,13.22,0.25,3.97,3.58,0,CHEMBL817587,Inhibitory activity against trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1133078,1,Scientific Literature,Bioorg Med Chem Lett,2000,,,,,200.0,6.7
CHEMBL100569,,,249.32,0.0,2.97,22,N=C(N)c1ccc(Cn2ccc3ccccc32)cc1,Ki,'=',4590.0,nM,5.34,,,UO_0000065,21.41,0.38,2.37,9.74,0,CHEMBL817581,Inhibition constant against bovine trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1122336,1,Scientific Literature,J Med Chem,1983,,,,,4.59,5.34
CHEMBL180418,,,551.72,1.0,1.69,48 (diastereomer),CN[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(O)c1nc2ccccc2s1,Ki,'=',180000.0,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL828215,Binding affinity against bovine trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1142732,1,Scientific Literature,J Med Chem,2005,,,,,180000.0,3.744727494896694
CHEMBL361377,,,599.76,1.0,2.99,62,CN[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NC(CCCN=C(N)N)C(=O)c1nc2ccc3ccccc3c2s1,Ki,'=',15.0,nM,7.82,,,UO_0000065,13.05,0.25,4.83,5.02,0,CHEMBL828215,Binding affinity against bovine trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1142732,1,Scientific Literature,J Med Chem,2005,,,,,15.0,7.82
CHEMBL176031,,,579.73,1.0,1.85,63,CN[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NC(CCCN=C(N)N)C(=O)c1nc2ccc(OC)cc2s1,Ki,'=',2.0,nM,8.7,,,UO_0000065,15.01,0.29,6.85,5.27,0,CHEMBL828215,Binding affinity against bovine trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1142732,1,Scientific Literature,J Med Chem,2005,,,,,2.0,8.7
CHEMBL176660,,,565.7,1.0,1.54,64,CN[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NC(CCCN=C(N)N)C(=O)c1nc2ccc(O)cc2s1,Ki,'=',3.5,nM,8.46,,,UO_0000065,14.95,0.29,6.92,4.8,0,CHEMBL828215,Binding affinity against bovine trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1142732,1,Scientific Literature,J Med Chem,2005,,,,,3.5,8.46
CHEMBL176063,,,551.72,1.0,1.99,25,CN[C@H](Cc1ccccc1)C(=O)N[C@H](C(=O)NC(CCCN=C(N)N)C(=O)c1nc2ccccc2s1)C(C)C,Ki,'=',1.5,nM,8.82,,,UO_0000065,15.99,0.31,6.83,5.36,0,CHEMBL828215,Binding affinity against bovine trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1142732,1,Scientific Literature,J Med Chem,2005,,,,,1.5,8.82
CHEMBL358387,,,288.39,0.0,1.1,table 5,CC1CCN(C(=O)C(N)Cc2cccc(C(=N)N)c2)CC1,Ki,'=',29000.0,nM,4.54,,,UO_0000065,15.73,0.3,3.44,4.72,0,CHEMBL819016,Inhibitory activity against bovine trypsin expressed as dissociation constant,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1131451,1,Scientific Literature,J Med Chem,1998,,,,,29.0,4.54
CHEMBL369159,,,512.61,1.0,4.38,8i,CC(=N)N1CCC(Oc2ccc3c(c2)nc(CCC(=O)O)n3Cc2ccc3ccc(C(=N)N)cc3c2)CC1,Ki,'=',14.0,nM,7.85,,,UO_0000065,15.32,0.28,3.47,5.56,0,CHEMBL815753,In vitro inhibitory activity against bovine cationic trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1133358,1,Scientific Literature,Bioorg Med Chem Lett,2000,,,,,14.0,7.85
CHEMBL366405,,,553.71,1.0,4.91,14e,COC(=O)C(C)CN(c1ccc2c(c1)nc(C)n2Cc1ccc2ccc(C(=N)N)cc2c1)C1CCN(C(C)=N)CC1,Ki,'=',160.0,nM,6.8,,,UO_0000065,12.27,0.23,1.89,5.47,0,CHEMBL815753,In vitro inhibitory activity against bovine cationic trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1133358,1,Scientific Literature,Bioorg Med Chem Lett,2000,,,,,160.0,6.8
CHEMBL145741,,,554.8,2.0,5.49,25,CC1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2c(C(C)C)cc(C(C)C)cc2C(C)C)CC1,Ki,'=',690.24,nM,6.16,,,UO_0000065,11.1,0.22,0.67,5.3,0,CHEMBL821446,Binding affinity towards trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132189,1,Scientific Literature,J Med Chem,1999,,,,,6.161,6.16
CHEMBL435423,,,388.51,0.0,2.66,56,CC1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NC(=O)OC(C)(C)C)CC1,Ki,'=',14125.38,nM,4.85,,,UO_0000065,12.48,0.24,2.19,4.47,0,CHEMBL821446,Binding affinity towards trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132189,1,Scientific Literature,J Med Chem,1999,,,,,4.85,4.85
CHEMBL1161260,,,494.57,0.0,2.09,60,N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCC[C@H]2C(=O)O)c1,Ki,'=',15995.58,nM,4.8,,,UO_0000065,9.7,0.19,2.71,3.12,0,CHEMBL821446,Binding affinity towards trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132189,1,Scientific Literature,J Med Chem,1999,,,,,4.796,4.8
CHEMBL145132,,,508.6,1.0,2.18,52,COC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1cccc(C(=N)N)c1)NS(=O)(=O)c1ccc2ccccc2c1,Ki,'=',8090.96,nM,5.09,,,UO_0000065,10.01,0.19,2.91,3.57,0,CHEMBL821446,Binding affinity towards trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132189,1,Scientific Literature,J Med Chem,1999,,,,,5.092,5.09
CHEMBL369161,,,482.63,1.0,5.31,8g,CCCc1nc2cc(OC3CCN(C(C)=N)CC3)ccc2n1Cc1ccc2ccc(C(=N)N)cc2c1,Ki,'=',16.0,nM,7.8,,,UO_0000065,16.15,0.3,2.49,7.5,0,CHEMBL815753,In vitro inhibitory activity against bovine cationic trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1133358,1,Scientific Literature,Bioorg Med Chem Lett,2000,,,,,16.0,7.8
CHEMBL439810,,,410.5,0.0,1.76,63,CNC(=O)[C@H](Cc1cccc(C(=N)N)c1)NS(=O)(=O)c1ccc2ccccc2c1,Ki,'=',25118.86,nM,4.6,,,UO_0000065,11.21,0.22,2.84,3.68,0,CHEMBL821446,Binding affinity towards trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132189,1,Scientific Literature,J Med Chem,1999,,,,,4.6,4.6
CHEMBL314591,,,426.47,1.0,5.38,4ee,CCN(CC)c1cccc(Oc2nc(Oc3cccc(C(=N)N)c3)c(F)c(C)c2F)c1,Ki,'=',2100.0,nM,5.68,,,UO_0000065,13.31,0.25,0.3,6.72,0,CHEMBL818251,Inhibitory constant against bovine trypsin for general specificity against serine proteases,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1135740,1,Scientific Literature,J Med Chem,2002,,,,,2100.0,5.68
CHEMBL83106,,,456.45,0.0,4.25,5d,COc1ccc(Oc2nc(Oc3cccc(C(=N)N)c3)c(F)c(C)c2F)cc1C(=O)N(C)C,Ki,'=',450.0,nM,6.35,,,UO_0000065,13.9,0.26,2.1,5.73,0,CHEMBL818251,Inhibitory constant against bovine trypsin for general specificity against serine proteases,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1135740,1,Scientific Literature,J Med Chem,2002,,,,,450.0,6.35
CHEMBL27228,,,450.54,0.0,4.23,3c,CC(=N)N1CCC(Oc2ccc(NC/C(C)=C/c3cccc(C(=N)N)c3)cc2[N+](=O)[O-])CC1,Ki,'=',5.0,nM,8.3,,,UO_0000065,18.42,0.34,4.07,5.87,0,CHEMBL873992,Competitive inhibition of trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1135303,1,Scientific Literature,Bioorg Med Chem Lett,2002,,,,,5.0,8.3
CHEMBL317527,,,597.76,2.0,1.27,3d,N=C(N)NCCC[C@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CCCCCCCCCNC(=O)C1=O,Ki,'=',2.1,nM,8.68,,,UO_0000065,14.52,0.28,7.41,4.65,0,CHEMBL817569,Inhibition of bovine trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1128948,1,Scientific Literature,Bioorg Med Chem Lett,1996,,,,,2.1,8.68
CHEMBL276864,,,135.21,0.0,1.58,TPB2,NCCCc1ccccc1,Ki,'=',32500.0,nM,4.49,,,UO_0000065,33.19,0.61,2.91,17.25,0,CHEMBL817760,Binding affinity against bovine trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1135460,1,Scientific Literature,J Med Chem,2002,,,,,32.5,4.49
CHEMBL151049,,,358.45,0.0,3.47,3b,N=C(N)c1ccc(/C=C2/CCC/C(=C\c3ccc(C(=N)N)cc3)C2=O)cc1,Ki,'=',260.0,nM,6.58,,,UO_0000065,18.37,0.33,3.12,5.64,0,CHEMBL815005,In vitro inhibition of bovine trypsin(Trp).,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132552,1,Scientific Literature,J Med Chem,1999,,,,,260.0,6.58
CHEMBL51824,,,347.38,0.0,3.23,11,N=C(N)c1ccc(Oc2cccc(Oc3ccccc3C(=N)N)n2)cc1,Ki,'=',1900.0,nM,5.72,,,UO_0000065,16.47,0.3,2.49,4.36,0,CHEMBL817573,Compound was tested for inhibition activity against bovine trypsin.,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132209,1,Scientific Literature,J Med Chem,1999,,,,,1900.0,5.72
CHEMBL96486,,,443.55,0.0,2.43,13e,Nc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@H](N)C(c2ccccc2)c2ccccc2)cn1,Ki,'=',5400.0,nM,5.27,,,UO_0000065,11.88,0.22,2.84,4.61,0,CHEMBL817580,In vitro inhibitory activity against bovine trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1130400,1,Scientific Literature,J Med Chem,1997,,,,,5400.0,5.27
CHEMBL143594,,,523.62,1.0,1.92,11,COC(=O)N1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc3ccccc3c2)CC1,Ki,'=',20.0,nM,7.7,,,UO_0000065,14.7,0.28,5.78,5.28,0,CHEMBL821446,Binding affinity towards trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132189,1,Scientific Literature,J Med Chem,1999,,,,,7.699,7.7
CHEMBL344552,,,484.67,0.0,3.42,3,CC1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc(C(C)(C)C)cc2)CC1,Ki,'=',199.99,nM,6.7,,,UO_0000065,13.82,0.27,3.28,5.76,0,CHEMBL821446,Binding affinity towards trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132189,1,Scientific Literature,J Med Chem,1999,,,,,6.699,6.7
CHEMBL145504,,,464.59,0.0,3.03,24,N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCCCC2)c1,Ki,'=',331.13,nM,6.48,,,UO_0000065,13.95,0.27,3.45,5.57,0,CHEMBL821446,Binding affinity towards trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132189,1,Scientific Literature,J Med Chem,1999,,,,,6.48,6.48
CHEMBL281715,,,459.57,0.0,1.36,(R)-11c,O=C(CNS(=O)(=O)c1ccccc1)N[C@H](CCNc1ccncc1)C(=O)N1CCCCC1,Ki,'>',500000.0,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL818253,Tested for the Inhibition of the catalytic activity of bovine trypsin at 25 degree C and pH 7.5.,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1150979,1,Scientific Literature,Bioorg Med Chem Lett,1997,,,,,500.0,3.3010299956639813
CHEMBL23300,,,509.63,1.0,2.51,(S)-11a,O=C(CNS(=O)(=O)c1ccc2ccccc2c1)N[C@@H](CCNc1ccncc1)C(=O)N1CCCCC1,Ki,'>',500000.0,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL818253,Tested for the Inhibition of the catalytic activity of bovine trypsin at 25 degree C and pH 7.5.,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1150979,1,Scientific Literature,Bioorg Med Chem Lett,1997,,,,,500.0,3.3010299956639813
CHEMBL83054,,,398.41,0.0,4.97,4dd,CCNc1cccc(Oc2nc(Oc3cccc(C(=N)N)c3)c(F)c(C)c2F)c1,Ki,'=',2700.0,nM,5.57,,,UO_0000065,13.98,0.26,0.6,5.97,0,CHEMBL818251,Inhibitory constant against bovine trypsin for general specificity against serine proteases,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1135740,1,Scientific Literature,J Med Chem,2002,,,,,2700.0,5.57
CHEMBL342722,,,453.56,0.0,3.36,74,CCCCOC(=O)[C@H](Cc1cccc(C(=N)N)c1)NS(=O)(=O)c1ccc2ccccc2c1,Ki,'=',260.02,nM,6.58,,,UO_0000065,14.52,0.28,3.22,5.38,0,CHEMBL821446,Binding affinity towards trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132189,1,Scientific Literature,J Med Chem,1999,,,,,6.585,6.58
CHEMBL414606,,,568.73,1.0,1.89,9d,CS(=O)(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)NCc1cc(C(=N)NN)cs1)C(c1ccccc1)c1ccccc1,Ki,'=',250.0,nM,6.6,,,UO_0000065,11.61,0.23,4.71,4.19,0,CHEMBL817758,Binding affinity against bovine trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1135262,1,Scientific Literature,Bioorg Med Chem Lett,2002,,,,,250.0,6.6
CHEMBL300622,,,481.52,1.0,4.88,6m,N=C(N)c1cccc(Oc2ccc(NC(=O)Nc3ccccc3)c(Oc3cccc(C(=N)N)c3)n2)c1,Ki,'=',100.0,nM,7.0,,,UO_0000065,14.54,0.27,2.12,4.06,0,CHEMBL817573,Compound was tested for inhibition activity against bovine trypsin.,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132209,1,Scientific Literature,J Med Chem,1999,,,,,100.0,7.0
CHEMBL24956,,,448.49,0.0,4.29,6d,CN1CCC(Oc2ccc(NC/C=C/c3cc(C(=N)N)ccc3O)cc2C(F)(F)F)CC1,Ki,'=',630.0,nM,6.2,,,UO_0000065,13.83,0.26,1.91,6.55,0,CHEMBL873992,Competitive inhibition of trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1135303,1,Scientific Literature,Bioorg Med Chem Lett,2002,,,,,630.0,6.2
CHEMBL25673,,,391.52,0.0,3.94,4a,CC(=N)N1CCC(Oc2ccc(NC/C=C/c3cccc(C(=N)N)c3)cc2)CC1,Ki,'=',80.0,nM,7.1,,,UO_0000065,18.13,0.33,3.16,7.23,0,CHEMBL873992,Competitive inhibition of trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1135303,1,Scientific Literature,Bioorg Med Chem Lett,2002,,,,,80.0,7.1
CHEMBL24433,,,477.49,0.0,3.74,6b,N=C(N)c1ccc(O)c(/C=C/CNc2ccc(OC3CCN(C(N)=O)CC3)c(C(F)(F)F)c2)c1,Ki,'=',520.0,nM,6.28,,,UO_0000065,13.16,0.25,2.54,4.56,0,CHEMBL873992,Competitive inhibition of trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1135303,1,Scientific Literature,Bioorg Med Chem Lett,2002,,,,,520.0,6.28
CHEMBL51482,,,419.45,1.0,2.99,6n,CNC(=O)Nc1ccc(Oc2cccc(C(=N)N)c2)nc1Oc1cccc(C(=N)N)c1,Ki,'=',840.0,nM,6.08,,,UO_0000065,14.48,0.27,3.09,3.53,0,CHEMBL817573,Compound was tested for inhibition activity against bovine trypsin.,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132209,1,Scientific Literature,J Med Chem,1999,,,,,840.0,6.08
CHEMBL1160767,,,205.22,0.0,1.09,18,N=C(N)Nc1ccc(/C=C/C(=O)O)cc1,Ki,'=',4920395.36,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL815775,log1/Ki value was calculated against Trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1125001,1,Scientific Literature,J Med Chem,1990,,,,,2.308,2.3079999997188354
CHEMBL606850,,,467.57,1.0,5.42,12l,CC(C)C[C@@H](C(=O)O)N(Cc1ccc2ccc(C(=N)N)cc2c1)C(=O)c1cccc2ccccc12,Ki,'=',1609.0,nM,5.79,,,UO_0000065,12.39,0.23,0.37,5.39,0,CHEMBL830293,Inhibition constant towards bovine trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1144375,1,Scientific Literature,Bioorg Med Chem Lett,2005,,,,,1609.0,5.79
CHEMBL256591,,,548.71,1.0,2.65,3b,CN[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1cc2ccccc2s1,Ki,'=',1340.0,nM,5.87,,,UO_0000065,10.7,0.21,3.22,4.18,0,CHEMBL815751,Inhibition of bovine trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1129256,1,Scientific Literature,J Med Chem,1996,,,,,1340.0,5.87
CHEMBL342542,,,598.81,1.0,4.64,33,COC(=O)C1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2c(C(C)C)cc(C(C)C)cc2C(C)C)CC1,Ki,'=',269.77,nM,6.57,,,UO_0000065,10.97,0.21,1.93,4.6,0,CHEMBL821446,Binding affinity towards trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132189,1,Scientific Literature,J Med Chem,1999,,,,,6.569,6.57
CHEMBL366855,,,553.71,2.0,5.05,14c,COC(=O)CCCN(c1ccc2c(c1)nc(C)n2Cc1ccc2ccc(C(=N)N)cc2c1)C1CCN(C(C)=N)CC1,Ki,'=',60.0,nM,7.22,,,UO_0000065,13.04,0.24,2.17,5.81,0,CHEMBL815753,In vitro inhibitory activity against bovine cationic trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1133358,1,Scientific Literature,Bioorg Med Chem Lett,2000,,,,,60.0,7.22
